0x0080 128  €
0x0081 129  �
0x0C82 3202 KANNADA_SIGN_ANUSVARA ಂ
0x0C83 3203 KANNADA_SIGN_VISARGA ಃ
0x0C85 3205 KANNADA_LETTER_A ಅ
0x0C86 3206 KANNADA_LETTER_AA ಆ
0x0C87 3207 KANNADA_LETTER_I ಇ
0x0C88 3208 KANNADA_LETTER_II ಈ
0x0C89 3209 KANNADA_LETTER_U ಉ
0x0C8A 3210 KANNADA_LETTER_UU ಊ
0x0C8B 3211 KANNADA_LETTER_VOCALIC_R ಋ
0x0C8C 3212 KANNADA_LETTER_VOCALIC_L ಌ
0x0C8E 3214 KANNADA_LETTER_E ಎ
0x0C8F 3215 KANNADA_LETTER_EE ಏ
0x0C90 3216 KANNADA_LETTER_AI ಐ
0x0C92 3218 KANNADA_LETTER_O ಒ
0x0C93 3219 KANNADA_LETTER_OO ಓ
0x0C94 3220 KANNADA_LETTER_AU ಔ
0x0C95 3221 KANNADA_LETTER_KA ಕ
0x0C96 3222 KANNADA_LETTER_KHA ಖ
0x0C97 3223 KANNADA_LETTER_GA ಗ
0x0C98 3224 KANNADA_LETTER_GHA ಘ
0x0C99 3225 KANNADA_LETTER_NGA ಙ
0x0C9A 3226 KANNADA_LETTER_CA ಚ
0x0C9B 3227 KANNADA_LETTER_CHA ಛ
0x0C9C 3228 KANNADA_LETTER_JA ಜ
0x0C9D 3229 KANNADA_LETTER_JHA ಝ
0x0C9E 3230 KANNADA_LETTER_NYA ಞ
0x0C9F 3231 KANNADA_LETTER_TTA ಟ
0x0CA0 3232 KANNADA_LETTER_TTHA ಠ
0x0CA1 3233 KANNADA_LETTER_DDA ಡ
0x0CA2 3234 KANNADA_LETTER_DDHA ಢ
0x0CA3 3235 KANNADA_LETTER_NNA ಣ
0x0CA4 3236 KANNADA_LETTER_TA ತ
0x0CA5 3237 KANNADA_LETTER_THA ಥ
0x0CA6 3238 KANNADA_LETTER_DA ದ
0x0CA7 3239 KANNADA_LETTER_DHA ಧ
0x0CA8 3240 KANNADA_LETTER_NA ನ
0x0CAA 3242 KANNADA_LETTER_PA ಪ
0x0CAB 3243 KANNADA_LETTER_PHA ಫ
0x0CAC 3244 KANNADA_LETTER_BA ಬ
0x0CAD 3245 KANNADA_LETTER_BHA ಭ
0x0CAE 3246 KANNADA_LETTER_MA ಮ
0x0CAF 3247 KANNADA_LETTER_YA ಯ
0x0CB0 3248 KANNADA_LETTER_RA ರ
0x0CB1 3249 KANNADA_LETTER_RRA ಱ
0x0CB2 3250 KANNADA_LETTER_LA ಲ
0x0CB3 3251 KANNADA_LETTER_LLA ಳ
0x0CB5 3253 KANNADA_LETTER_VA ವ
0x0CB6 3254 KANNADA_LETTER_SHA ಶ
0x0CB7 3255 KANNADA_LETTER_SSA ಷ
0x0CB8 3256 KANNADA_LETTER_SA ಸ
0x0CB9 3257 KANNADA_LETTER_HA ಹ
0x0CBE 3262 KANNADA_VOWEL_SIGN_AA ಾ
0x0CBF 3263 KANNADA_VOWEL_SIGN_I ಿ
0x0CC0 3264 KANNADA_VOWEL_SIGN_II ೀ
0x0CC1 3265 KANNADA_VOWEL_SIGN_U ು
0x0CC2 3266 KANNADA_VOWEL_SIGN_UU ೂ
0x0CC3 3267 KANNADA_VOWEL_SIGN_VOCALIC_R ೃ
0x0CC4 3268 KANNADA_VOWEL_SIGN_VOCALIC_RR ೄ
0x0CC6 3270 KANNADA_VOWEL_SIGN_E ೆ
0x0CC7 3271 KANNADA_VOWEL_SIGN_EE ೇ
0x0CC8 3272 KANNADA_VOWEL_SIGN_AI ೈ
0x0CCA 3274 KANNADA_VOWEL_SIGN_O ೊ
0x0CCB 3275 KANNADA_VOWEL_SIGN_OO ೋ
0x0CCC 3276 KANNADA_VOWEL_SIGN_AU ೌ
0x0CCD 3277 KANNADA_SIGN_VIRAMA ್
0x0CD5 3285 KANNADA_LENGTH_MARK ೕ
0x0CD6 3286 KANNADA_AI_LENGTH_MARK ೖ
0x0CDE 3294 KANNADA_LETTER_FA ೞ
0x0CE0 3296 KANNADA_LETTER_VOCALIC_RR ೠ
0x0CE1 3297 KANNADA_LETTER_VOCALIC_LL ೡ
0x0CE6 3302 KANNADA_DIGIT_ZERO ೦
0x0CE7 3303 KANNADA_DIGIT_ONE ೧
0x0CE8 3304 KANNADA_DIGIT_TWO ೨
0x0CE9 3305 KANNADA_DIGIT_THREE ೩
0x0CEA 3306 KANNADA_DIGIT_FOUR ೪
0x0CEB 3307 KANNADA_DIGIT_FIVE ೫
0x0CEC 3308 KANNADA_DIGIT_SIX ೬
0x0CED 3309 KANNADA_DIGIT_SEVEN ೭
0x0CEE 3310 KANNADA_DIGIT_EIGHT ೮
0x0CEF 3311 KANNADA_DIGIT_NINE ೯
0x0D02 3330 MALAYALAM_SIGN_ANUSVARA ം
0x0D03 3331 MALAYALAM_SIGN_VISARGA ഃ
0x0D05 3333 MALAYALAM_LETTER_A അ
0x0D06 3334 MALAYALAM_LETTER_AA ആ
0x0D07 3335 MALAYALAM_LETTER_I ഇ
0x0D08 3336 MALAYALAM_LETTER_II ഈ
0x0D09 3337 MALAYALAM_LETTER_U ഉ
0x0D0A 3338 MALAYALAM_LETTER_UU ഊ
0x0D0B 3339 MALAYALAM_LETTER_VOCALIC_R ഋ
0x0D0C 3340 MALAYALAM_LETTER_VOCALIC_L ഌ
0x0D0E 3342 MALAYALAM_LETTER_E എ
0x0D0F 3343 MALAYALAM_LETTER_EE ഏ
0x0D10 3344 MALAYALAM_LETTER_AI ഐ
0x0D12 3346 MALAYALAM_LETTER_O ഒ
0x0D13 3347 MALAYALAM_LETTER_OO ഓ
0x0D14 3348 MALAYALAM_LETTER_AU ഔ
0x0D15 3349 MALAYALAM_LETTER_KA ക
0x0D16 3350 MALAYALAM_LETTER_KHA ഖ
0x0D17 3351 MALAYALAM_LETTER_GA ഗ
0x0D18 3352 MALAYALAM_LETTER_GHA ഘ
0x0D19 3353 MALAYALAM_LETTER_NGA ങ
0x0D1A 3354 MALAYALAM_LETTER_CA ച
0x0D1B 3355 MALAYALAM_LETTER_CHA ഛ
0x0D1C 3356 MALAYALAM_LETTER_JA ജ
0x0D1D 3357 MALAYALAM_LETTER_JHA ഝ
0x0D1E 3358 MALAYALAM_LETTER_NYA ഞ
0x0D1F 3359 MALAYALAM_LETTER_TTA ട
0x0D20 3360 MALAYALAM_LETTER_TTHA ഠ
0x0D21 3361 MALAYALAM_LETTER_DDA ഡ
0x0D22 3362 MALAYALAM_LETTER_DDHA ഢ
0x0D23 3363 MALAYALAM_LETTER_NNA ണ
0x0D24 3364 MALAYALAM_LETTER_TA ത
0x0D25 3365 MALAYALAM_LETTER_THA ഥ
0x0D26 3366 MALAYALAM_LETTER_DA ദ
0x0D27 3367 MALAYALAM_LETTER_DHA ധ
0x0D28 3368 MALAYALAM_LETTER_NA ന
0x0D2A 3370 MALAYALAM_LETTER_PA പ
0x0D2B 3371 MALAYALAM_LETTER_PHA ഫ
0x0D2C 3372 MALAYALAM_LETTER_BA ബ
0x0D2D 3373 MALAYALAM_LETTER_BHA ഭ
0x0D2E 3374 MALAYALAM_LETTER_MA മ
0x0D2F 3375 MALAYALAM_LETTER_YA യ
0x0D30 3376 MALAYALAM_LETTER_RA ര
0x0D31 3377 MALAYALAM_LETTER_RRA റ
0x0D32 3378 MALAYALAM_LETTER_LA ല
0x0D33 3379 MALAYALAM_LETTER_LLA ള
0x0D34 3380 MALAYALAM_LETTER_LLLA ഴ
0x0D35 3381 MALAYALAM_LETTER_VA വ
0x0D36 3382 MALAYALAM_LETTER_SHA ശ
0x0D37 3383 MALAYALAM_LETTER_SSA ഷ
0x0D38 3384 MALAYALAM_LETTER_SA സ
0x0D39 3385 MALAYALAM_LETTER_HA ഹ
0x0D3E 3390 MALAYALAM_VOWEL_SIGN_AA ാ
0x0D3F 3391 MALAYALAM_VOWEL_SIGN_I ി
0x0D40 3392 MALAYALAM_VOWEL_SIGN_II ീ
0x0D41 3393 MALAYALAM_VOWEL_SIGN_U ു
0x0D42 3394 MALAYALAM_VOWEL_SIGN_UU ൂ
0x0D43 3395 MALAYALAM_VOWEL_SIGN_VOCALIC_R ൃ
0x0D46 3398 MALAYALAM_VOWEL_SIGN_E െ
0x0D47 3399 MALAYALAM_VOWEL_SIGN_EE േ
0x0D48 3400 MALAYALAM_VOWEL_SIGN_AI ൈ
0x0D4A 3402 MALAYALAM_VOWEL_SIGN_O ൊ
0x0D4B 3403 MALAYALAM_VOWEL_SIGN_OO ോ
0x0D4C 3404 MALAYALAM_VOWEL_SIGN_AU ൌ
0x0D4D 3405 MALAYALAM_SIGN_VIRAMA ്
0x0D57 3415 MALAYALAM_AU_LENGTH_MARK ൗ
0x0D60 3424 MALAYALAM_LETTER_VOCALIC_RR ൠ
0x0D61 3425 MALAYALAM_LETTER_VOCALIC_LL ൡ
0x0D66 3430 MALAYALAM_DIGIT_ZERO ൦
0x0D67 3431 MALAYALAM_DIGIT_ONE ൧
0x0D68 3432 MALAYALAM_DIGIT_TWO ൨
0x0D69 3433 MALAYALAM_DIGIT_THREE ൩
0x0D6A 3434 MALAYALAM_DIGIT_FOUR ൪
0x0D6B 3435 MALAYALAM_DIGIT_FIVE ൫
0x0D6C 3436 MALAYALAM_DIGIT_SIX ൬
0x0D6D 3437 MALAYALAM_DIGIT_SEVEN ൭
0x0D6E 3438 MALAYALAM_DIGIT_EIGHT ൮
0x0D6F 3439 MALAYALAM_DIGIT_NINE ൯
0x0D82 3458 SINHALA_SIGN_ANUSVARAYA ං
0x0D83 3459 SINHALA_SIGN_VISARGAYA ඃ
0x0D85 3461 SINHALA_LETTER_AYANNA අ
0x0D86 3462 SINHALA_LETTER_AAYANNA ආ
0x0D87 3463 SINHALA_LETTER_AEYANNA ඇ
0x0D88 3464 SINHALA_LETTER_AEEYANNA ඈ
0x0D89 3465 SINHALA_LETTER_IYANNA ඉ
0x0D8A 3466 SINHALA_LETTER_IIYANNA ඊ
0x0D8B 3467 SINHALA_LETTER_UYANNA උ
0x0D8C 3468 SINHALA_LETTER_UUYANNA ඌ
0x0D8D 3469 SINHALA_LETTER_IRUYANNA ඍ
0x0D8E 3470 SINHALA_LETTER_IRUUYANNA ඎ
0x0D8F 3471 SINHALA_LETTER_ILUYANNA ඏ
0x0D90 3472 SINHALA_LETTER_ILUUYANNA ඐ
0x0D91 3473 SINHALA_LETTER_EYANNA එ
0x0D92 3474 SINHALA_LETTER_EEYANNA ඒ
0x0D93 3475 SINHALA_LETTER_AIYANNA ඓ
0x0D94 3476 SINHALA_LETTER_OYANNA ඔ
0x0D95 3477 SINHALA_LETTER_OOYANNA ඕ
0x0D96 3478 SINHALA_LETTER_AUYANNA ඖ
0x0D9A 3482 SINHALA_LETTER_ALPAPRAANA_KAYANNA ක
0x0D9B 3483 SINHALA_LETTER_MAHAAPRAANA_KAYANNA ඛ
0x0D9C 3484 SINHALA_LETTER_ALPAPRAANA_GAYANNA ග
0x0D9D 3485 SINHALA_LETTER_MAHAAPRAANA_GAYANNA ඝ
0x0D9E 3486 SINHALA_LETTER_KANTAJA_NAASIKYAYA ඞ
0x0D9F 3487 SINHALA_LETTER_SANYAKA_GAYANNA ඟ
0x0DA0 3488 SINHALA_LETTER_ALPAPRAANA_CAYANNA ච
0x0DA1 3489 SINHALA_LETTER_MAHAAPRAANA_CAYANNA ඡ
0x0DA2 3490 SINHALA_LETTER_ALPAPRAANA_JAYANNA ජ
0x0DA3 3491 SINHALA_LETTER_MAHAAPRAANA_JAYANNA ඣ
0x0DA4 3492 SINHALA_LETTER_TAALUJA_NAASIKYAYA ඤ
0x0DA5 3493 SINHALA_LETTER_TAALUJA_SANYOOGA_NAAKSIKYAYA ඥ
0x0DA6 3494 SINHALA_LETTER_SANYAKA_JAYANNA ඦ
0x0DA7 3495 SINHALA_LETTER_ALPAPRAANA_TTAYANNA ට
0x0DA8 3496 SINHALA_LETTER_MAHAAPRAANA_TTAYANNA ඨ
0x0DA9 3497 SINHALA_LETTER_ALPAPRAANA_DDAYANNA ඩ
0x0DAA 3498 SINHALA_LETTER_MAHAAPRAANA_DDAYANNA ඪ
0x0DAB 3499 SINHALA_LETTER_MUURDHAJA_NAYANNA ණ
0x0DAC 3500 SINHALA_LETTER_SANYAKA_DDAYANNA ඬ
0x0DAD 3501 SINHALA_LETTER_ALPAPRAANA_TAYANNA ත
0x0DAE 3502 SINHALA_LETTER_MAHAAPRAANA_TAYANNA ථ
0x0DAF 3503 SINHALA_LETTER_ALPAPRAANA_DAYANNA ද
0x0DB0 3504 SINHALA_LETTER_MAHAAPRAANA_DAYANNA ධ
0x0DB1 3505 SINHALA_LETTER_DANTAJA_NAYANNA න
0x0DB3 3507 SINHALA_LETTER_SANYAKA_DAYANNA ඳ
0x0DB4 3508 SINHALA_LETTER_ALPAPRAANA_PAYANNA ප
0x0DB5 3509 SINHALA_LETTER_MAHAAPRAANA_PAYANNA ඵ
0x0DB6 3510 SINHALA_LETTER_ALPAPRAANA_BAYANNA බ
0x0DB7 3511 SINHALA_LETTER_MAHAAPRAANA_BAYANNA භ
0x0DB8 3512 SINHALA_LETTER_MAYANNA ම
0x0DB9 3513 SINHALA_LETTER_AMBA_BAYANNA ඹ
0x0DBA 3514 SINHALA_LETTER_YAYANNA ය
0x0DBB 3515 SINHALA_LETTER_RAYANNA ර
0x0DBD 3517 SINHALA_LETTER_DANTAJA_LAYANNA ල
0x0DC0 3520 SINHALA_LETTER_VAYANNA ව
0x0DC1 3521 SINHALA_LETTER_TAALUJA_SAYANNA ශ
0x0DC2 3522 SINHALA_LETTER_MUURDHAJA_SAYANNA ෂ
0x0DC3 3523 SINHALA_LETTER_DANTAJA_SAYANNA ස
0x0DC4 3524 SINHALA_LETTER_HAYANNA හ
0x0DC5 3525 SINHALA_LETTER_MUURDHAJA_LAYANNA ළ
0x0DC6 3526 SINHALA_LETTER_FAYANNA ෆ
0x0DCA 3530 SINHALA_SIGN_AL-LAKUNA ්
0x0DCF 3535 SINHALA_VOWEL_SIGN_AELA-PILLA ා
0x0DD0 3536 SINHALA_VOWEL_SIGN_KETTI_AEDA-PILLA ැ
0x0DD1 3537 SINHALA_VOWEL_SIGN_DIGA_AEDA-PILLA ෑ
0x0DD2 3538 SINHALA_VOWEL_SIGN_KETTI_IS-PILLA ි
0x0DD3 3539 SINHALA_VOWEL_SIGN_DIGA_IS-PILLA ී
0x0DD4 3540 SINHALA_VOWEL_SIGN_KETTI_PAA-PILLA ු
0x0DD6 3542 SINHALA_VOWEL_SIGN_DIGA_PAA-PILLA ූ
0x0DD8 3544 SINHALA_VOWEL_SIGN_GAETTA-PILLA ෘ
0x0DD9 3545 SINHALA_VOWEL_SIGN_KOMBUVA ෙ
0x0DDA 3546 SINHALA_VOWEL_SIGN_DIGA_KOMBUVA ේ
0x0DDB 3547 SINHALA_VOWEL_SIGN_KOMBU_DEKA ෛ
0x0DDC 3548 SINHALA_VOWEL_SIGN_KOMBUVA_HAA_AELA-PILLA ො
0x0DDD 3549 SINHALA_VOWEL_SIGN_KOMBUVA_HAA_DIGA_AELA-PILLA ෝ
0x0DDE 3550 SINHALA_VOWEL_SIGN_KOMBUVA_HAA_GAYANUKITTA ෞ
0x0DDF 3551 SINHALA_VOWEL_SIGN_GAYANUKITTA ෟ
0x0DF2 3570 SINHALA_VOWEL_SIGN_DIGA_GAETTA-PILLA ෲ
0x0DF3 3571 SINHALA_VOWEL_SIGN_DIGA_GAYANUKITTA ෳ
0x0DF4 3572 SINHALA_PUNCTUATION_KUNDDALIYA ෴
0x0E01 3585 THAI_CHARACTER_KO_KAI ก
0x0E02 3586 THAI_CHARACTER_KHO_KHAI ข
0x0E03 3587 THAI_CHARACTER_KHO_KHUAT ฃ
0x0E04 3588 THAI_CHARACTER_KHO_KHWAI ค
0x0E05 3589 THAI_CHARACTER_KHO_KHON ฅ
0x0E06 3590 THAI_CHARACTER_KHO_RAKHANG ฆ
0x0E07 3591 THAI_CHARACTER_NGO_NGU ง
0x0E08 3592 THAI_CHARACTER_CHO_CHAN จ
0x0E09 3593 THAI_CHARACTER_CHO_CHING ฉ
0x0E0A 3594 THAI_CHARACTER_CHO_CHANG ช
0x0E0B 3595 THAI_CHARACTER_SO_SO ซ
0x0E0C 3596 THAI_CHARACTER_CHO_CHOE ฌ
0x0E0D 3597 THAI_CHARACTER_YO_YING ญ
0x0E0E 3598 THAI_CHARACTER_DO_CHADA ฎ
0x0E0F 3599 THAI_CHARACTER_TO_PATAK ฏ
0x0E10 3600 THAI_CHARACTER_THO_THAN ฐ
0x0E11 3601 THAI_CHARACTER_THO_NANGMONTHO ฑ
0x0E12 3602 THAI_CHARACTER_THO_PHUTHAO ฒ
0x0E13 3603 THAI_CHARACTER_NO_NEN ณ
0x0E14 3604 THAI_CHARACTER_DO_DEK ด
0x0E15 3605 THAI_CHARACTER_TO_TAO ต
0x0E16 3606 THAI_CHARACTER_THO_THUNG ถ
0x0E17 3607 THAI_CHARACTER_THO_THAHAN ท
0x0E18 3608 THAI_CHARACTER_THO_THONG ธ
0x0E19 3609 THAI_CHARACTER_NO_NU น
0x0E1A 3610 THAI_CHARACTER_BO_BAIMAI บ
0x0E1B 3611 THAI_CHARACTER_PO_PLA ป
0x0E1C 3612 THAI_CHARACTER_PHO_PHUNG ผ
0x0E1D 3613 THAI_CHARACTER_FO_FA ฝ
0x0E1E 3614 THAI_CHARACTER_PHO_PHAN พ
0x0E1F 3615 THAI_CHARACTER_FO_FAN ฟ
0x0E20 3616 THAI_CHARACTER_PHO_SAMPHAO ภ
0x0E21 3617 THAI_CHARACTER_MO_MA ม
0x0E22 3618 THAI_CHARACTER_YO_YAK ย
0x0E23 3619 THAI_CHARACTER_RO_RUA ร
0x0E24 3620 THAI_CHARACTER_RU ฤ
0x0E25 3621 THAI_CHARACTER_LO_LING ล
0x0E26 3622 THAI_CHARACTER_LU ฦ
0x0E27 3623 THAI_CHARACTER_WO_WAEN ว
0x0E28 3624 THAI_CHARACTER_SO_SALA ศ
0x0E29 3625 THAI_CHARACTER_SO_RUSI ษ
0x0E2A 3626 THAI_CHARACTER_SO_SUA ส
0x0E2B 3627 THAI_CHARACTER_HO_HIP ห
0x0E2C 3628 THAI_CHARACTER_LO_CHULA ฬ
0x0E2D 3629 THAI_CHARACTER_O_ANG อ
0x0E2E 3630 THAI_CHARACTER_HO_NOKHUK ฮ
0x0E2F 3631 THAI_CHARACTER_PAIYANNOI ฯ
0x0E30 3632 THAI_CHARACTER_SARA_A ะ
0x0E31 3633 THAI_CHARACTER_MAI_HAN-AKAT ั
0x0E32 3634 THAI_CHARACTER_SARA_AA า
0x0E33 3635 THAI_CHARACTER_SARA_AM ำ
0x0E34 3636 THAI_CHARACTER_SARA_I ิ
0x0E35 3637 THAI_CHARACTER_SARA_II ี
0x0E36 3638 THAI_CHARACTER_SARA_UE ึ
0x0E37 3639 THAI_CHARACTER_SARA_UEE ื
0x0E38 3640 THAI_CHARACTER_SARA_U ุ
0x0E39 3641 THAI_CHARACTER_SARA_UU ู
0x0E3A 3642 THAI_CHARACTER_PHINTHU ฺ
0x0E3F 3647 THAI_CURRENCY_SYMBOL_BAHT ฿
0x0E40 3648 THAI_CHARACTER_SARA_E เ
0x0E41 3649 THAI_CHARACTER_SARA_AE แ
0x0E42 3650 THAI_CHARACTER_SARA_O โ
0x0E43 3651 THAI_CHARACTER_SARA_AI_MAIMUAN ใ
0x0E44 3652 THAI_CHARACTER_SARA_AI_MAIMALAI ไ
0x0E45 3653 THAI_CHARACTER_LAKKHANGYAO ๅ
0x0E46 3654 THAI_CHARACTER_MAIYAMOK ๆ
0x0E47 3655 THAI_CHARACTER_MAITAIKHU ็
0x0E48 3656 THAI_CHARACTER_MAI_EK ่
0x0E49 3657 THAI_CHARACTER_MAI_THO ้
0x0E4A 3658 THAI_CHARACTER_MAI_TRI ๊
0x0E4B 3659 THAI_CHARACTER_MAI_CHATTAWA ๋
0x0E4C 3660 THAI_CHARACTER_THANTHAKHAT ์
0x0E4D 3661 THAI_CHARACTER_NIKHAHIT ํ
0x0E4E 3662 THAI_CHARACTER_YAMAKKAN ๎
0x0E4F 3663 THAI_CHARACTER_FONGMAN ๏
0x0E50 3664 THAI_DIGIT_ZERO ๐
0x0E51 3665 THAI_DIGIT_ONE ๑
0x0E52 3666 THAI_DIGIT_TWO ๒
0x0E53 3667 THAI_DIGIT_THREE ๓
0x0E54 3668 THAI_DIGIT_FOUR ๔
0x0E55 3669 THAI_DIGIT_FIVE ๕
0x0E56 3670 THAI_DIGIT_SIX ๖
0x0E57 3671 THAI_DIGIT_SEVEN ๗
0x0E58 3672 THAI_DIGIT_EIGHT ๘
0x0E59 3673 THAI_DIGIT_NINE ๙
0x0E5A 3674 THAI_CHARACTER_ANGKHANKHU ๚
0x0E5B 3675 THAI_CHARACTER_KHOMUT ๛
0x0E81 3713 LAO_LETTER_KO ກ
0x0E82 3714 LAO_LETTER_KHO_SUNG ຂ
0x0E84 3716 LAO_LETTER_KHO_TAM ຄ
0x0E87 3719 LAO_LETTER_NGO ງ
0x0E88 3720 LAO_LETTER_CO ຈ
0x0E8A 3722 LAO_LETTER_SO_TAM ຊ
0x0E8D 3725 LAO_LETTER_NYO ຍ
0x0E94 3732 LAO_LETTER_DO ດ
0x0E95 3733 LAO_LETTER_TO ຕ
0x0E96 3734 LAO_LETTER_THO_SUNG ຖ
0x0E97 3735 LAO_LETTER_THO_TAM ທ
0x0E99 3737 LAO_LETTER_NO ນ
0x0E9A 3738 LAO_LETTER_BO ບ
0x0E9B 3739 LAO_LETTER_PO ປ
0x0E9C 3740 LAO_LETTER_PHO_SUNG ຜ
0x0E9D 3741 LAO_LETTER_FO_TAM ຝ
0x0E9E 3742 LAO_LETTER_PHO_TAM ພ
0x0E9F 3743 LAO_LETTER_FO_SUNG ຟ
0x0EA1 3745 LAO_LETTER_MO ມ
0x0EA2 3746 LAO_LETTER_YO ຢ
0x0EA3 3747 LAO_LETTER_LO_LING ຣ
0x0EA5 3749 LAO_LETTER_LO_LOOT ລ
0x0EA7 3751 LAO_LETTER_WO ວ
0x0EAA 3754 LAO_LETTER_SO_SUNG ສ
0x0EAB 3755 LAO_LETTER_HO_SUNG ຫ
0x0EAD 3757 LAO_LETTER_O ອ
0x0EAE 3758 LAO_LETTER_HO_TAM ຮ
0x0EAF 3759 LAO_ELLIPSIS ຯ
0x0EB0 3760 LAO_VOWEL_SIGN_A ະ
0x0EB1 3761 LAO_VOWEL_SIGN_MAI_KAN ັ
0x0EB2 3762 LAO_VOWEL_SIGN_AA າ
0x0EB3 3763 LAO_VOWEL_SIGN_AM ຳ
0x0EB4 3764 LAO_VOWEL_SIGN_I ິ
0x0EB5 3765 LAO_VOWEL_SIGN_II ີ
0x0EB6 3766 LAO_VOWEL_SIGN_Y ຶ
0x0EB7 3767 LAO_VOWEL_SIGN_YY ື
0x0EB8 3768 LAO_VOWEL_SIGN_U ຸ
0x0EB9 3769 LAO_VOWEL_SIGN_UU ູ
0x0EBB 3771 LAO_VOWEL_SIGN_MAI_KON ົ
0x0EBC 3772 LAO_SEMIVOWEL_SIGN_LO ຼ
0x0EBD 3773 LAO_SEMIVOWEL_SIGN_NYO ຽ
0x0EC0 3776 LAO_VOWEL_SIGN_E ເ
0x0EC1 3777 LAO_VOWEL_SIGN_EI ແ
0x0EC2 3778 LAO_VOWEL_SIGN_O ໂ
0x0EC3 3779 LAO_VOWEL_SIGN_AY ໃ
0x0EC4 3780 LAO_VOWEL_SIGN_AI ໄ
0x0EC6 3782 LAO_KO_LA ໆ
0x0EC8 3784 LAO_TONE_MAI_EK ່
0x0EC9 3785 LAO_TONE_MAI_THO ້
0x0ECA 3786 LAO_TONE_MAI_TI ໊
0x0ECB 3787 LAO_TONE_MAI_CATAWA ໋
0x0ECC 3788 LAO_CANCELLATION_MARK ໌
0x0ECD 3789 LAO_NIGGAHITA ໍ
0x0ED0 3792 LAO_DIGIT_ZERO ໐
0x0ED1 3793 LAO_DIGIT_ONE ໑
0x0ED2 3794 LAO_DIGIT_TWO ໒
0x0ED3 3795 LAO_DIGIT_THREE ໓
0x0ED4 3796 LAO_DIGIT_FOUR ໔
0x0ED5 3797 LAO_DIGIT_FIVE ໕
0x0ED6 3798 LAO_DIGIT_SIX ໖
0x0ED7 3799 LAO_DIGIT_SEVEN ໗
0x0ED8 3800 LAO_DIGIT_EIGHT ໘
0x0ED9 3801 LAO_DIGIT_NINE ໙
0x0EDC 3804 LAO_HO_NO ໜ
0x0EDD 3805 LAO_HO_MO ໝ
0x0F00 3840 TIBETAN_SYLLABLE_OM ༀ
0x0F01 3841 TIBETAN_MARK_GTER_YIG_MGO_TRUNCATED_A ༁
0x0F02 3842 TIBETAN_MARK_GTER_YIG_MGO_-UM_RNAM_BCAD_MA ༂
0x0F03 3843 TIBETAN_MARK_GTER_YIG_MGO_-UM_GTER_TSHEG_MA ༃
0x0F04 3844 TIBETAN_MARK_INITIAL_YIG_MGO_MDUN_MA ༄
0x0F05 3845 TIBETAN_MARK_CLOSING_YIG_MGO_SGAB_MA ༅
0x0F06 3846 TIBETAN_MARK_CARET_YIG_MGO_PHUR_SHAD_MA ༆
0x0F07 3847 TIBETAN_MARK_YIG_MGO_TSHEG_SHAD_MA ༇
0x0F08 3848 TIBETAN_MARK_SBRUL_SHAD ༈
0x0F09 3849 TIBETAN_MARK_BSKUR_YIG_MGO ༉
0x0F0A 3850 TIBETAN_MARK_BKA-_SHOG_YIG_MGO ༊
0x0F0B 3851 TIBETAN_MARK_INTERSYLLABIC_TSHEG ་
0x0F0C 3852 TIBETAN_MARK_DELIMITER_TSHEG_BSTAR ༌
0x0F0D 3853 TIBETAN_MARK_SHAD །
0x0F0E 3854 TIBETAN_MARK_NYIS_SHAD ༎
0x0F0F 3855 TIBETAN_MARK_TSHEG_SHAD ༏
0x0F10 3856 TIBETAN_MARK_NYIS_TSHEG_SHAD ༐
0x0F11 3857 TIBETAN_MARK_RIN_CHEN_SPUNGS_SHAD ༑
0x0F12 3858 TIBETAN_MARK_RGYA_GRAM_SHAD ༒
0x0F13 3859 TIBETAN_MARK_CARET_-DZUD_RTAGS_ME_LONG_CAN ༓
0x0F14 3860 TIBETAN_MARK_GTER_TSHEG ༔
0x0F15 3861 TIBETAN_LOGOTYPE_SIGN_CHAD_RTAGS ༕
0x0F16 3862 TIBETAN_LOGOTYPE_SIGN_LHAG_RTAGS ༖
0x0F17 3863 TIBETAN_ASTROLOGICAL_SIGN_SGRA_GCAN_-CHAR_RTAGS ༗
0x0F18 3864 TIBETAN_ASTROLOGICAL_SIGN_-KHYUD_PA ༘
0x0F19 3865 TIBETAN_ASTROLOGICAL_SIGN_SDONG_TSHUGS ༙
0x0F1A 3866 TIBETAN_SIGN_RDEL_DKAR_GCIG ༚
0x0F1B 3867 TIBETAN_SIGN_RDEL_DKAR_GNYIS ༛
0x0F1C 3868 TIBETAN_SIGN_RDEL_DKAR_GSUM ༜
0x0F1D 3869 TIBETAN_SIGN_RDEL_NAG_GCIG ༝
0x0F1E 3870 TIBETAN_SIGN_RDEL_NAG_GNYIS ༞
0x0F1F 3871 TIBETAN_SIGN_RDEL_DKAR_RDEL_NAG ༟
0x0F20 3872 TIBETAN_DIGIT_ZERO ༠
0x0F21 3873 TIBETAN_DIGIT_ONE ༡
0x0F22 3874 TIBETAN_DIGIT_TWO ༢
0x0F23 3875 TIBETAN_DIGIT_THREE ༣
0x0F24 3876 TIBETAN_DIGIT_FOUR ༤
0x0F25 3877 TIBETAN_DIGIT_FIVE ༥
0x0F26 3878 TIBETAN_DIGIT_SIX ༦
0x0F27 3879 TIBETAN_DIGIT_SEVEN ༧
0x0F28 3880 TIBETAN_DIGIT_EIGHT ༨
